*
*
*
*
*
2022/08/18 20:15:03 174					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 20:15:03 225					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					TRACE  							Revisara el resultSet
2022/08/18 21:59:20 049					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:59:20 162					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:20 165					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							CREATE TABLE Tarjeta_NFC(Id_Tarjeta_NFC INTEGER AUTO_INCREMENT PRIMARY KEY , Id_Material INTEGER NOT NULL , Created_at TIMESTAMP , Updated_at TIMESTAMP );

2022/08/18 21:59:20 180					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							Sentencia para crear tabla de la BD's ejecutada exitosamente

2022/08/18 21:59:20 184					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							Tabla Tarjeta_NFC Creada exitosamente

2022/08/18 21:59:20 187					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							CREATE TABLE Tarjeta_NFC(Id_Tarjeta_NFC INTEGER AUTO_INCREMENT PRIMARY KEY , Id_Material INTEGER NOT NULL , Created_at TIMESTAMP , Updated_at TIMESTAMP );

2022/08/18 21:59:20 192					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:59:20 370					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:20 389					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:59:20 392					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:59:20 427					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:20 438					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:59:20 442					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:59:20 520					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:59:20 525					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:59:20 467					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:20 556					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:20 585					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					INFO							INSERT INTO Empleado(Nombre, Puesto, Ficha, Created_at, Updated_at) VALUES (?, ?, ?, ?, ?);

2022/08/18 21:59:20 603					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:20 611					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:59:20 614					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:59:20 632					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					INFO							Filas actualizadas: 1

2022/08/18 21:59:20 635					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 22:04:41 784					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:04:41 873					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:04:41 908					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:04:41 867					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:04:41 964					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:04:41 944					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:04:41 960					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:04:41 957					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:04:41 968					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:04:41 984					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertSQLtoJava						WARNING							No se pudo setear el valor de la columna: Ficha

2022/08/18 22:04:41 987					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					INFO							INSERT INTO Empleado(Puesto, Updated_at, Created_at) VALUES (?, ?, ?);

2022/08/18 22:04:41 987					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		convertSQLtoJava						WARNING							Debido a que ninguno de los metodos corresponde al tipo de dato SQL: INT

2022/08/18 22:04:41 995					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:04:42 016					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.sql.SQLException: Parameter index out of range (4 > number of parameters, which is 3).

2022/08/18 22:04:42 023					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Tipo de Excepción : class java.sql.SQLException

2022/08/18 22:04:42 031					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Causa de la Excepción : null

2022/08/18 22:04:42 035					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Mensaje de la Excepción : Parameter index out of range (4 > number of parameters, which is 3).

2022/08/18 22:04:42 040					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@30d37be4
*
*
*
*
*
2022/08/18 22:08:44 299					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:08:44 401					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:08:44 441					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:08:44 406					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:08:44 476					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:08:44 490					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:08:44 494					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:08:44 493					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:08:44 499					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:08:44 504					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:08:44 519					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					INFO							INSERT INTO Empleado(Puesto, Updated_at, Created_at) VALUES (?, ?, ?);

2022/08/18 22:08:44 532					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Tipo de Excepción : class java.sql.SQLException

2022/08/18 22:08:44 529					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.sql.SQLException: Parameter index out of range (4 > number of parameters, which is 3).

2022/08/18 22:08:44 525					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:08:44 535					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Causa de la Excepción : null

2022/08/18 22:08:44 538					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Mensaje de la Excepción : Parameter index out of range (4 > number of parameters, which is 3).

2022/08/18 22:08:44 541					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@4b4751cf
*
*
*
*
*
2022/08/18 22:09:13 525					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:09:13 631					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:09:13 636					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:09:13 679					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:09:13 714					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:09:13 717					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:09:13 719					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:09:13 721					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:09:13 743					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 22:09:30 040					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:09:30 112					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:09:30 116					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:09:30 173					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:09:30 184					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:09:30 189					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:09:30 188					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:09:30 218					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:09:30 232					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:09:30 239					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:09:30 253					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					INFO							INSERT INTO Empleado(Puesto, Created_at, Updated_at) VALUES (?, ?, ?);

2022/08/18 22:09:30 268					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.sql.SQLException: Parameter index out of range (4 > number of parameters, which is 3).

2022/08/18 22:09:30 260					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:09:30 272					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Tipo de Excepción : class java.sql.SQLException

2022/08/18 22:09:30 275					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Causa de la Excepción : null

2022/08/18 22:09:30 281					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@7a1dbfb6

2022/08/18 22:09:30 278					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Mensaje de la Excepción : Parameter index out of range (4 > number of parameters, which is 3).
*
*
*
*
*
2022/08/18 22:13:18 716					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:13:18 794					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:13:18 834					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:13:18 800					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:13:18 881					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:13:18 870					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:13:18 839					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: false

2022/08/18 22:13:18 886					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:13:18 885					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:13:18 895					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:13:18 891					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: false

2022/08/18 22:13:18 899					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:13:18 921					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:13:18 925					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					INFO							INSERT INTO Empleado(Puesto, Ficha, Nombre, Created_at, Updated_at) VALUES (?, ?, ?, ?, ?);

2022/08/18 22:13:18 975					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.sql.SQLIntegrityConstraintViolationException: Duplicate entry '120682' for key 'empleado.PRIMARY'

2022/08/18 22:13:18 979					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Tipo de Excepción : class java.sql.SQLIntegrityConstraintViolationException

2022/08/18 22:13:18 982					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Causa de la Excepción : null

2022/08/18 22:13:18 989					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@174f5bac

2022/08/18 22:13:18 986					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Mensaje de la Excepción : Duplicate entry '120682' for key 'empleado.PRIMARY'
*
*
*
*
*
2022/08/18 22:15:37 454					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:15:37 533					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:15:37 538					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:15:37 593					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:15:37 607					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:15:37 607					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:15:37 604					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:15:37 616					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:15:37 620					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:15:37 644					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:15:37 641					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 22:15:53 987					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:15:54 060					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:15:54 065					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:15:54 098					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:15:54 135					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:15:54 147					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:15:54 150					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:15:54 147					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:15:54 143					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:15:54 175					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:15:54 178					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:15:54 211					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:15:54 216					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: true

2022/08/18 22:15:54 227					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							, , , UPDATE empleado SET Puesto=? Nombre=? Created_at=? Updated_at=? WHERE Ficha=?;

2022/08/18 22:15:54 295					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.sql.SQLSyntaxErrorException: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ', , , UPDATE empleado SET Puesto='El Victimario' Nombre='Luis Bladimir' Created_' at line 1

2022/08/18 22:15:54 299					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Tipo de Excepción : class java.sql.SQLSyntaxErrorException

2022/08/18 22:15:54 302					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Causa de la Excepción : null

2022/08/18 22:15:54 306					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Mensaje de la Excepción : You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ', , , UPDATE empleado SET Puesto='El Victimario' Nombre='Luis Bladimir' Created_' at line 1

2022/08/18 22:15:54 310					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@301e8215
*
*
*
*
*
2022/08/18 22:17:41 964					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:17:42 042					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 22:17:42 048					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:17:42 083					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:17:42 109					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:17:42 123					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 22:17:42 124					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:17:42 120					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 22:17:42 133					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 22:17:42 153					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 22:17:42 157					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		main							INFO							El modelo existe principal: true

2022/08/18 22:17:42 187					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 22:17:42 193					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		saveModel  							INFO							El modelo existe: true

2022/08/18 22:17:42 208					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							, UPDATE empleado SET Puesto=? Nombre=? WHERE Ficha=?;

2022/08/18 22:17:42 227					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.sql.SQLSyntaxErrorException: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ', UPDATE empleado SET Puesto='El Victimario' Nombre='Luis Bladimir' WHERE Ficha=' at line 1

2022/08/18 22:17:42 230					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Tipo de Excepción : class java.sql.SQLSyntaxErrorException

2022/08/18 22:17:42 236					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Mensaje de la Excepción : You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ', UPDATE empleado SET Puesto='El Victimario' Nombre='Luis Bladimir' WHERE Ficha=' at line 1

2022/08/18 22:17:42 233					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Causa de la Excepción : null

2022/08/18 22:17:42 240					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@2f37aefa
*
*
*
*
*
